Language,original
str_cfgmagazines_ammo_arrowprimitive0,$UNT$Improvised Arrow
str_cfgmagazines_ammo_arrowcomposite1,$UNT$Top grade composite arrow.
str_cfgmagazines_ammo_arrowcomposite0,$UNT$Composite Arrow
str_cfgmagazines_ammo_arrowboned1,"$UNT$Carefully crafted arrow made out of a chicken feather, stick and bone head."
str_cfgmagazines_ammo_arrowboned0,$UNT$Bone Arrow
str_cfgmagazines_ammo_arrowbolt1,$UNT$Short type of arrow designed for crossbow.
str_cfgmagazines_ammo_arrowbolt0,$UNT$Bolt
str_cfgmagazines_ammo_9x391,$UNT$9x39mm subsonic sniper rifle cartridge with hardened armor piercing core.
str_cfgmagazines_ammo_9x390,$UNT$SP-6 9x39mm Rounds
str_cfgmagazines_ammo_9x191,9x19mm pistol cartridge. Used in select pistols and SMGs.
str_cfgmagazines_ammo_9x190,9x19mm Rounds
str_cfgmagazines_ammo_762x54tracer1,7.62x54mmR full power cartridge with pyrotechnic charge. Used in select rifles.
str_cfgmagazines_ammo_762x54tracer0,7.62x54mmR Tracer Rounds
str_cfgmagazines_ammo_762x541,7.62x54mmR full power cartridge. Used in select rifles.
str_cfgmagazines_ammo_762x540,7.62x54mmR Rounds
str_cfgmagazines_ammo_762x391,7.62x39mm intermediate cartridge. Used in select rifles.
str_cfgmagazines_ammo_762x390,7.62x39mm Rounds
str_cfgmagazines_ammo_556x451,5.56x45mm intermediate cartridge. Used in select rifles.
str_cfgmagazines_ammo_556x450,5.56x45mm Rounds
str_cfgmagazines_ammo_545x391,$UNT$Assault rifle cartridge developed in Soviet union.
str_cfgmagazines_ammo_545x390,$UNT$5.45x39mm Rounds
str_cfgmagazines_ammo_45acp1,.45 ACP pistol cartridge. Used in select pistols and SMGs.
str_cfgmagazines_ammo_45acp0,.45 ACP Rounds
str_cfgmagazines_ammo_3801,.380 ACP pistol cartridge. Used in select pistols and SMGs.
str_cfgmagazines_ammo_3800,.380 ACP Rounds
str_cfgmagazines_ammo_3571,$UNT$A common revolver cartridge favoured for its stopping power.
str_cfgmagazines_ammo_3570,$UNT$.357 Round
str_cfgmagazines_ammo_308win1,$UNT$The .308 Winchester was introduced in 1952. Winchester branded the cartridge and introduced it to the commercial hunting market as the .308 Winchester.
str_cfgmagazines_ammo_308win0,$UNT$.308 Winchester Rounds
str_cfgmagazines_ammo_221,"$UNT$Low caliber cartridge widely used for recreational shooting, firearms training, small-game hunting and pest control."
str_cfgmagazines_ammo_220,$UNT$.22 Rounds
str_cfgmagazines_ammo_12gaslug1,12ga shell with one rifled slug. Used in shotguns.
str_cfgmagazines_ammo_12gaslug0,12ga Rifled Slugs
str_cfgmagazines_ammo_12gapellets1,12ga 00 buck shell with 8 pellets. Used in shotguns.
str_cfgmagazines_ammo_12gapellets0,12ga 00 Buckshots
str_cfgmagazines_ammo_556x45tracer0,5.56x45mm Tracer Rounds
str_cfgmagazines_ammo_556x45tracer1,5.56x45mm intermediate cartridge with pyrotechnic charge. Used in select rifles.
str_cfgmagazines_ammo_762x39tracer0,7.62x39mm Tracer Rounds
str_cfgmagazines_ammo_762x39tracer1,7.62x39mm intermediate cartridge with pyrotechnic charge. Used in select rifles.
str_cfgvehicles_ammobox_12gaslug_10rnd0,Boxed 12ga Rifled Slugs
str_cfgvehicles_ammobox_12gaslug_10rnd1,A box of 12ga rifled slugs.
str_cfgvehicles_ammobox_556x45tracer_20rnd0,Boxed 5.56x45mm Tracer Rounds
str_cfgvehicles_ammobox_556x45tracer_20rnd1,A box of 5.56x45mm tracer rounds.
str_cfgvehicles_ammobox_762x39tracer_20rnd0,Boxed 7.62x39mm Tracer Rounds
str_cfgvehicles_ammobox_762x39tracer_20rnd1,A box of 7.62x39mm tracer rounds.
str_cfgvehicles_ammobox_762x54tracer_20rnd0,Boxed 7.62x54mmR Tracer Rounds
str_cfgvehicles_ammobox_762x54tracer_20rnd1,A box of 7.62x54mmR tracer rounds.
str_cfgweapons_recurvebow1,$UNT$A bow with limbs that curve away from the archer when unstrung. Stores more energy and delivers energy more efficiently than an equivalent straight-limbed bow.
str_cfgweapons_recurvebow0,$UNT$Recurve Bow
str_cfgweapons_quickiebow1,$UNT$Improvised bow made of wooden branch and rope.
str_cfgweapons_quickiebow0,$UNT$Improvised Ashwood Short Bow
str_cfgweapons_pvcbow1,$UNT$A bow made out of rope and a PVC pipe.
str_cfgweapons_pvcbow0,$UNT$PVC Bow
str_cfgweapons_crossbow1,"$UNT$A type of bow consisting of a horizontal limb assembly mounted on a stock that shoots projectiles, called bolts."
str_cfgweapons_crossbow0,$UNT$Crossbow
str_cfgvehicles_universallight1,A flashlight attachable to rilfes with an available rail mount. Provides tactical advantage.
str_cfgvehicles_universallight0,Universal Flashlight
str_cfgvehicles_tlrlight1,A flashlight attachable to any pistol with an available rail mount. Provides tactical advantage.
str_cfgvehicles_tlrlight0,Pistol Flashlight
str_cfgvehicles_sks_bayonet1,A bayonet for SKS rifle with a bayonet lug.
str_cfgvehicles_sks_bayonet0,SKS Bayonet
str_cfgvehicles_saiga_bttstck1,$UNT$A standard foldable skeleton buttstock that comes as a default with Saiga based shotguns
str_cfgvehicles_saiga_bttstck0,$UNT$Saiga Folding Buttstock
str_cfgvehicles_reflexoptic1,$UNT$Reflex Sight
str_cfgvehicles_reflexoptic0,$UNT$Reflex Sight
str_cfgvehicles_red9bttstck1,$UNT$Wooden buttstock/holster combo for Red9 pistol.
str_cfgvehicles_red9bttstck0,$UNT$Red 9 Buttstock
str_cfgvehicles_puscopeoptic1,"A side-mounted, 3.5x magnifying scope with non-illuminated reticle for Mosin 91/30 and SKS."
str_cfgvehicles_puscopeoptic0,PU Scope
str_cfgvehicles_pso1optic1,"A side-mounted, 4x magnifying scope with battery-powered illuminated reticle for KA based rifles."
str_cfgvehicles_pso1optic0,PSO-1 Scope
str_cfgvehicles_pso11optic1,$UNT$Marksman telescopic sight with fixed 4x magnification and ballistic compensation in range from 100m to 400m. Will fit all weapons with the standard AK sidemount.
str_cfgvehicles_pso11optic0,$UNT$PSO-1-1 Scope
str_cfgvehicles_pistolsuppressor1,A muzzle device for select pistols and submachine guns. Reduces sound intensity and muzzle flash generated by firing.
str_cfgvehicles_pistolsuppressor0,Pistol Suppressor
str_cfgvehicles_pistoloptic1,$UNT$Magnified optic for use on small firearms like pistols or crossbows.
str_cfgvehicles_pistoloptic0,$UNT$Pistol Scope
str_cfgvehicles_mp5_railhndgrd1,A rail handguard with vertical grip for SG5-K submachine gun. Allows mounting of additional accessories.
str_cfgvehicles_mp5_railhndgrd0,SG5-K Rail Handguard
str_cfgvehicles_mp5_plastichndgrd1,A polymer handguard with vertical grip for SG5-K submachine gun.
str_cfgvehicles_mp5_plastichndgrd0,SG5-K Polymer Handguard
str_cfgvehicles_mp5k_stockbttstck1,A folding buttstock for SG5-K submachine gun.
str_cfgvehicles_mp5k_stockbttstck0,SG5-K Folding buttstock
str_cfgvehicles_mp5_compensator1,A muzzle device for SG5-K submachine gun. Used to counter recoil during firing.
str_cfgvehicles_mp5_compensator0,SG5-K Compensator
str_cfgvehicles_mosin_compensator1,"$UNT$An attachment for the barrel of the russian Mosin Nagant rifle which reduces rifle rise, increasing accuracy."
str_cfgvehicles_mosin_compensator0,$UNT$Mosin M44 Compensator
str_cfgvehicles_mosin_bayonet_useractions_skincarcass1,$UNT$Skin and quarter the body
str_cfgvehicles_mosin_bayonet_useractions_skincarcass0,$UNT$Skin and quarter the body
str_cfgvehicles_mosin_bayonet_useractions_cancelaction1,$UNT$Cancel skinning and quartering
str_cfgvehicles_mosin_bayonet_useractions_cancelaction0,$UNT$Cancel skinning and quartering
str_cfgvehicles_mosin_bayonet1,A bayonet for Mosin 91/30 rifle with a bayonet lug.
str_cfgvehicles_mosin_bayonet0,Mosin 91/30 Bayonet
str_cfgvehicles_makarovpbsuppressor1,$UNT$An attachment for the barrel of a PB6P9 which reduces the amount of noise generated by firing the weapon.
str_cfgvehicles_makarovpbsuppressor0,$UNT$Makarov PB6P9 Suppressor
str_cfgvehicles_m9a1_bayonet_useractions_skincarcass1,$UNT$Skin and quarter the body
str_cfgvehicles_m9a1_bayonet_useractions_skincarcass0,$UNT$Skin and quarter the body
str_cfgvehicles_m9a1_bayonet_useractions_cancelaction1,$UNT$Cancel skinning and quartering
str_cfgvehicles_m9a1_bayonet_useractions_cancelaction0,$UNT$Cancel skinning and quartering
str_cfgvehicles_m9a1_bayonet1,A bayonet for M4-A1 assault rifle with a bayonet lug.
str_cfgvehicles_m9a1_bayonet0,M4-A1 Bayonet
str_cfgvehicles_m68optic1,"Standardized rail-mounted, non-magnifying optics with battery-powered illuminated reticle designed for M4-A1 assault rifle."
str_cfgvehicles_m68optic0,Combat Sights
str_cfgvehicles_m4_t3nrdsoptic1,$UNT$A red dot sight optics manufactured by the DI Optical company. The Model RV1 is specifically designed to meet military specifications for operators under combat conditions. The solid one-piece body with integrated mounting base machined is from billet 6061-T6 aluminum and can withstand 2 tons of weight.
str_cfgvehicles_m4_t3nrdsoptic0,$UNT$RV1 RDS Optics
str_cfgvehicles_m4_suppressor1,A muzzle device for select rifles used by alliance forces. Reduces sound intensity and muzzle flash generated by firing.
str_cfgvehicles_m4_suppressor0,Standardized Suppressor
str_cfgvehicles_m4_rishndgrd_green0,"$UNT$A green painted M4A1 handguard that provides a base for the rail based attachment system. It provides 4 picatinny rails for mounting lights, lasers, bipods, grips, and optics."
str_cfgvehicles_m4_rishndgrd_black0,"$UNT$A black painted M4A1 handguard that provides a base for the rail based attachment system. It provides 4 picatinny rails for mounting lights, lasers, bipods, grips, and optics."
str_cfgvehicles_m4_rishndgrd1,A rail handguard for M4-A1 assault rifle. Allows mounting of additional accessories.
str_cfgvehicles_m4_rishndgrd0,M4-A1 Rail Handguard
str_cfgvehicles_m4_plastichndgrd_green0,$UNT$A green painted basic M4 plastic handguard.
str_cfgvehicles_m4_plastichndgrd_black0,$UNT$A black painted basic M4 plastic handguard.
str_cfgvehicles_m4_plastichndgrd1,A polymer handguard for M4-A1 assault rifle.
str_cfgvehicles_m4_plastichndgrd0,M4-A1 Polymer Handguard
str_cfgvehicles_m4_oebttstck_green0,$UNT$A standard green painted buttstock that comes as a default with the M4A1 carbine. Made of metal with a rubber shoulder guard.
str_cfgvehicles_m4_oebttstck_black0,$UNT$A standard black painted buttstock that comes as a default with the M4A1 carbine. Made of metal with a rubber shoulder guard.
str_cfgvehicles_m4_oebttstck1,A telescopic buttstock for M4-A1 assault rifle.
str_cfgvehicles_m4_oebttstck0,M4-A1 Telescopic Buttstock
str_cfgvehicles_m4_mphndgrd_green0,$UNT$A green painted CMag M4 handguard.
str_cfgvehicles_m4_mphndgrd_black0,$UNT$A black painted CMag M4 handguard.
str_cfgvehicles_m4_mphndgrd1,A MP series handguard for M4-A1 assault rifle.
str_cfgvehicles_m4_mphndgrd0,M4-A1 MP Handguard
str_cfgvehicles_m4_mpbttstck_green0,$UNT$A green painted CMag buttstock for the M4A1 carbine.
str_cfgvehicles_m4_mpbttstck_black0,$UNT$A black painted CMag buttstock for the M4A1 carbine.
str_cfgvehicles_m4_mpbttstck1,A MP series buttstock for M4-A1 assault rifles.
str_cfgvehicles_m4_mpbttstck0,M4-A1 MP Buttstock
str_cfgvehicles_m4_cqbbttstck_green0,"$UNT$A lighter green painted M4 buttstock for more efficient CQB. Has slightly increased dispersion, but makes the weapon easier to handle."
str_cfgvehicles_m4_cqbbttstck_black0,"$UNT$A lighter black painted M4 buttstock for more efficient CQB. Has slightly increased dispersion, but makes the weapon easier to handle."
str_cfgvehicles_m4_cqbbttstck1,A CQB buttstock for M4-A1 assault rifles.
str_cfgvehicles_m4_cqbbttstck0,M4-A1 CQB Buttstock
str_cfgvehicles_m4_carryhandleoptic1,A standardized rail-mounted carry handle with iron sights designed for M4-A1 assault rifle.
str_cfgvehicles_m4_carryhandleoptic0,M4-A1 Carry Handle Sights
str_cfgvehicles_m249_rishndgrd1,$UNT$A M249 handguard that provides a base for the rail based attachment system.
str_cfgvehicles_m249_rishndgrd0,$UNT$M249 Ris handguard
str_cfgvehicles_m249_hndgrd1,$UNT$A classic M249 handguard.
str_cfgvehicles_m249_hndgrd0,$UNT$M249 handguard
str_cfgvehicles_m249_bipod_useractions_retractbipod1,$UNT$Retract Bipod
str_cfgvehicles_m249_bipod_useractions_retractbipod0,$UNT$Retract Bipod
str_cfgvehicles_m249_bipod_useractions_deploybipod1,$UNT$Deploy Bipod
str_cfgvehicles_m249_bipod_useractions_deploybipod0,$UNT$Deploy Bipod
str_cfgvehicles_m249_bipod1,$UNT$Bipod for M249 weapon.
str_cfgvehicles_m249_bipod0,$UNT$M248 Bipod
str_cfgvehicles_longrangeoptic1,$UNT$Long Range Scope
str_cfgvehicles_longrangeoptic0,$UNT$Long Range Scope
str_cfgvehicles_kashtanoptic1,$UNT$Short range scope with 2.8x magnification. Designed for weapons with russian sidemount post.
str_cfgvehicles_kashtanoptic0,$UNT$Kashtan Scope
str_cfgvehicles_improvisedsuppressor1,An improvised muzzle device for firearms. Reduces sound intensity and muzzle flash generated by firing. Very flimsy.
str_cfgvehicles_improvisedsuppressor0,Plastic Bottle Suppressor
str_cfgvehicles_huntingoptic1,$UNT$Rifle scope with variable zoom. Factory default zeroed to 200m and manually adjustable to 800m.
str_cfgvehicles_huntingoptic0,$UNT$Hunting Scope
str_cfgvehicles_grozaoptic_useractions_unlocked1,$UNT$Unlock
str_cfgvehicles_grozaoptic_useractions_unlocked0,$UNT$Unlock
str_cfgvehicles_grozaoptic_useractions_locked1,$UNT$Lock in place
str_cfgvehicles_grozaoptic_useractions_locked0,$UNT$Lock in place
str_cfgvehicles_grozaoptic1,$UNT$Marksman telescopic sight with fixed 4x magnification and ballistic compensation in range from 100m to 400m. Will fit only Groza rifle.
str_cfgvehicles_grozaoptic0,$UNT$PO4x34 Scope
str_cfgvehicles_groza_lowerreceiver1,$UNT$A standard lower receiver that comes as a default with the Groza-4.
str_cfgvehicles_groza_lowerreceiver0,$UNT$Groza Lower Reciever
str_cfgvehicles_grozagl_lowerreceiver1,$UNT$An integral GP-30 grenade launcher module combined with lower receiver of Groza-4. This cann not be attached to upper receiver when the barrel has been obstructed by other devices.
str_cfgvehicles_grozagl_lowerreceiver0,$UNT$Groza GP-30 Reciever
str_cfgvehicles_groza_barrel_suppressor1,$UNT$An extended barrel with built-in sound suppressor for Groza-4.
str_cfgvehicles_groza_barrel_suppressor0,$UNT$Groza-4 Barrel Suppressor
str_cfgvehicles_groza_barrel_short1,$UNT$A compact extended barrel combined with threaded flash can for Groza-4.
str_cfgvehicles_groza_barrel_short0,$UNT$Groza-4 Threaded Flash Can
str_cfgvehicles_groza_barrel_grip1,$UNT$An extended barrel with vertical foregrip for Groza-4.
str_cfgvehicles_groza_barrel_grip0,$UNT$Groza-4 Extended Barrel
str_cfgvehicles_ghillieatt_colorbase0,Ghillie Rifle Wrap
str_cfgvehicles_fal_oebttstck1,$UNT$Polymer buttstock that comes as a default with FN FAL.
str_cfgvehicles_fal_oebttstck0,$UNT$FN FAL Original Buttstock
str_cfgvehicles_fal_foldingbttstck1,$UNT$Folding buttstock for FN FAL.
str_cfgvehicles_fal_foldingbttstck0,$UNT$FN FAL Folding Buttstock
str_cfgvehicles_crossbow_redpointoptic1,$UNT$Simple red dot holographic sight with zeroing suitable for crossbows
str_cfgvehicles_crossbow_redpointoptic0,$UNT$Crossbow Holosight
str_cfgvehicles_buisoptic1,$UNT$A simple backup iron sights for the M4 carbine.
str_cfgvehicles_buisoptic0,$UNT$BUIS
str_cfgvehicles_aug_barrel1,$UNT$some text
str_cfgvehicles_aug_barrel0,$UNT$Aug Steyr Barrel
str_cfgvehicles_atlasbipod_useractions_retractbipod1,$UNT$Retract Bipod
str_cfgvehicles_atlasbipod_useractions_retractbipod0,$UNT$Retract Bipod
str_cfgvehicles_atlasbipod_useractions_deploybipod1,$UNT$Deploy Bipod
str_cfgvehicles_atlasbipod_useractions_deploybipod0,$UNT$Deploy Bipod
str_cfgvehicles_atlasbipod1,"$UNT$This bipod provides solid support for longer range engagements. When bipod is deployed and the firer is prone, weapon accuracy is increased dramatically."
str_cfgvehicles_atlasbipod0,$UNT$ATLAS Bipod
str_cfgvehicles_ak_woodhndgrd_camo0,$UNT$A camo painted basic wooden handguard for A-K based rifles.
str_cfgvehicles_ak_woodhndgrd_black0,$UNT$A black painted basic wooden handguard for A-K based rifles.
str_cfgvehicles_ak_woodhndgrd1,A wooden handguard for KA based assault rifle.
str_cfgvehicles_ak_woodhndgrd0,KA Wooden Handguard
str_cfgvehicles_ak_woodbttstck_camo0,$UNT$A standard camo painted wooden buttstock that comes as a default with A-K based rifles.
str_cfgvehicles_ak_woodbttstck_black0,$UNT$A standard black painted wooden buttstock that comes as a default with A-K based rifles.
str_cfgvehicles_ak_woodbttstck1,A wooden buttstock for KA based assault rifle.
str_cfgvehicles_ak_woodbttstck0,KA Wooden Buttstock
str_cfgvehicles_ak_suppressor1,A muzzle device for select rifles used by Eastern forces. Reduces sound intensity and muzzle flash generated by firing.
str_cfgvehicles_ak_suppressor0,Normalized Suppressor
str_cfgvehicles_aks74u_bttstck_green0,$UNT$A green painted metal folding buttstock that comes as a default with AKS-74U assault rifle.
str_cfgvehicles_aks74u_bttstck_black0,$UNT$A black painted metal folding buttstock that comes as a default with AKS-74U assault rifle.
str_cfgvehicles_aks74u_bttstck1,$UNT$A metal folding buttstock that comes as a default with AKS-74U assault rifle.
str_cfgvehicles_aks74u_bttstck0,$UNT$AKS-74U Buttstock
str_cfgvehicles_ak_railhndgrd_green0,"$UNT$Aftermarket green painted handguard with rails, fits AK based rifles."
str_cfgvehicles_ak_railhndgrd_black0,"$UNT$Aftermarket black painted handguard with rails, fits AK based rifles."
str_cfgvehicles_ak_railhndgrd1,A rail handguard for KA based assault rifle. Allows mounting of additional accessories.
str_cfgvehicles_ak_railhndgrd0,KA Rail Handguard
str_cfgvehicles_ak_plastichndgrd1,A polymer handguard for KA based assault rifles.
str_cfgvehicles_ak_plastichndgrd0,KA Polymer Handguard
str_cfgvehicles_ak_plasticbttstck_green0,$UNT$A green painted plastic buttstock for A-K based rifles.
str_cfgvehicles_ak_plasticbttstck_black0,$UNT$A black painted plastic buttstock for A-K based rifles.
str_cfgvehicles_ak_plasticbttstck1,A polymer buttstock for KA based assault rifles.
str_cfgvehicles_ak_plasticbttstck0,KA Polymer Buttstock
str_cfgvehicles_ak_foldingbttstck_green0,$UNT$A green painted folding buttstock for A-K based rifles painted black.
str_cfgvehicles_ak_foldingbttstck_black0,$UNT$A black painted folding buttstock for A-K based rifles painted black.
str_cfgvehicles_ak_foldingbttstck1,A folding buttstock for KA based assault rifle.
str_cfgvehicles_ak_foldingbttstck0,KA Folding Buttstock
str_cfgvehicles_ak_bayonet_useractions_skincarcass1,$UNT$Skin and quarter the body
str_cfgvehicles_ak_bayonet_useractions_skincarcass0,$UNT$Skin and quarter the body
str_cfgvehicles_ak_bayonet_useractions_cancelaction1,$UNT$Cancel skinning and quartering
str_cfgvehicles_ak_bayonet_useractions_cancelaction0,$UNT$Cancel skinning and quartering
str_cfgvehicles_ak_bayonet1,A bayonet for KA based assault rifles with a bayonet lug.
str_cfgvehicles_ak_bayonet0,KA Bayonet
str_cfgvehicles_ak74_woodbttstck_camo0,$UNT$A wooden camo painted buttstock that comes as a default with AK-74 assault rifle.
str_cfgvehicles_ak74_woodbttstck_black0,$UNT$A wooden black painted buttstock that comes as a default with AK-74 assault rifle.
str_cfgvehicles_ak74_woodbttstck1,A wooden buttstock for KA based assault rifle.
str_cfgvehicles_ak74_woodbttstck0,KA Wooden Buttstock
str_cfgvehicles_ak74_hndgrd_camo0,$UNT$A camo painted basic wooden handguard for AK based rifles.
str_cfgvehicles_ak74_hndgrd_black0,$UNT$A black painted basic wooden handguard for AK based rifles.
str_cfgvehicles_ak74_hndgrd1,A wooden handguard for KA based assault rifle.
str_cfgvehicles_ak74_hndgrd0,KA Wooden Handguard
str_cfgvehicles_acogoptic1,"A standardized rail-mounted, 4x magnifying scope with tritium-illuminated reticle designed for M4-A1 assault rifle."
str_cfgvehicles_acogoptic0,ATOG Scope
str_cfgmagazines_mag_vss_10rnd1,$UNT$Magazine for VSS Vintorez supressed sniper rifle. Holds 10 subsonic SP-6 rounds.
str_cfgmagazines_mag_vss_10rnd0,$UNT$10Rnd VSS Mag
str_cfgmagazines_mag_ump_25rnd1,Detachable box magazine for USG-45 submachine gun. Holds up to 25 rounds of .45 ACP.
str_cfgmagazines_mag_ump_25rnd0,25rd USG-45 Mag
str_cfgmagazines_mag_svd_10rnd1,Detachable box magazine for VSD marksmen rifle. Holds up to 10 rounds of 7.62x54mmR.
str_cfgmagazines_mag_svd_10rnd0,10rd VSD Mag
str_cfgmagazines_mag_stanagcoupled_30rnd1,$UNT$2 x 30Rnd STANAG magazine coupled.
str_cfgmagazines_mag_stanagcoupled_30rnd0,$UNT$30Rnd STANAG (coupled)
str_cfgmagazines_mag_stanag_30rnd1,Standardized magazine for compliant assault rifles used by alliance forces. Holds up to 30 5.56x45mm rounds.
str_cfgmagazines_mag_stanag_30rnd0,30rd Standardized Mag
str_cfgmagazines_mag_shockcartridge1,$UNT$Cartridge for shock pistol.
str_cfgmagazines_mag_shockcartridge0,$UNT$Shock Pistol Cartridge
str_cfgmagazines_mag_scout_5rnd1,$UNT$5 round magazine for Scout rifle.
str_cfgmagazines_mag_scout_5rnd0,$UNT$Scout 5Rnd mag
str_cfgmagazines_mag_saiga_drum20rnd1,$UNT$A Saiga's 20-rounds drum for 12ga shells.
str_cfgmagazines_mag_saiga_drum20rnd0,$UNT$12ga Pellets 20-rounds Saiga Drum
str_cfgmagazines_mag_saiga_8rnd1,$UNT$A Saiga's 8-rounds magazine for 12ga shells.
str_cfgmagazines_mag_saiga_8rnd0,$UNT$12ga Pellets 8-rounds Saiga Mag
str_cfgmagazines_mag_saiga_5rnd1,$UNT$A Saiga's 5-rounds magazine for 12ga shells loaded with pellets.
str_cfgmagazines_mag_saiga_5rnd0,$UNT$12ga Pellets 5-rounds Saiga Mag
str_cfgmagazines_mag_ruger1022_30rnd1,$UNT$Conventional magazine with capacity of 30 .22 rounds.
str_cfgmagazines_mag_ruger1022_30rnd0,$UNT$30Rnd .22 Mag
str_cfgmagazines_mag_ruger1022_10rnd1,$UNT$Rotary magazine with capacity of 10 .22 rounds.
str_cfgmagazines_mag_ruger1022_10rnd0,$UNT$10Rnd .22 Mag
str_cfgmagazines_mag_pm73_25rnd1,$UNT$Magazine for PM73 RAK submachinegun. Holds 25 rounds.
str_cfgmagazines_mag_pm73_25rnd0,$UNT$25rnd PM73 mag
str_cfgmagazines_mag_pm73_15rnd1,$UNT$Magazine for PM73 RAK submachinegun. Holds 15 rounds.
str_cfgmagazines_mag_pm73_15rnd0,$UNT$15rnd PM73 mag
str_cfgmagazines_mag_p1_8rnd1,$UNT$A magazine for eight 9mm rounds.
str_cfgmagazines_mag_p1_8rnd0,$UNT$8Rnd P1 Magazine
str_cfgmagazines_mag_mp5_30rnd1,Detachable box magazine for SG5-K submachine gun. Holds up to 30 rounds of 9x19mm.
str_cfgmagazines_mag_mp5_30rnd0,30rd SG5-K Mag
str_cfgmagazines_mag_mp5_15rnd1,$UNT$Magazine for MP5 submachinegun. Holds 15 rounds.
str_cfgmagazines_mag_mp5_15rnd0,$UNT$15rnd MP5 mag
str_cfgmagazines_mag_mkii_10rnd1,$UNT$Pistol magazine with capacity of 10 .22 rounds.
str_cfgmagazines_mag_mkii_10rnd0,$UNT$10Rnd .22 Mag pistol
str_cfgmagazines_mag_makarovpb_8rnd1,$UNT$A magazine for the Makarov PB6P9 pistol which holds 8 rounds of .380 Auto.
str_cfgmagazines_mag_makarovpb_8rnd0,$UNT$Makarov PB6P9 magazine
str_cfgmagazines_mag_m249_box200rnd1,$UNT$Magazine for M249 machine gun with 200 rounds in it.
str_cfgmagazines_mag_m249_box200rnd0,$UNT$200Rnd M249 box
str_cfgmagazines_mag_groza_20rnd1,$UNT$Magazine for OTs-14-4A Groza-4 compact bullpup assault rifle. Holds 20 subsonic SP-6 rounds.
str_cfgmagazines_mag_groza_20rnd0,$UNT$20Rnd Groza-4 Mag
str_cfgmagazines_mag_glock_15rnd1,$UNT$15 round magazine for Glock 19.
str_cfgmagazines_mag_glock_15rnd0,$UNT$Glock 19 magazine
str_cfgmagazines_mag_fnx45_15rnd1,Detachable box magazine for FX-45 pistol. Holds up to 15 rounds of .45 ACP.
str_cfgmagazines_mag_fnx45_15rnd0,15rd FX-45 Mag
str_cfgmagazines_mag_fal_20rnd1,$UNT$20 round magazine for FN FAL rifle.
str_cfgmagazines_mag_fal_20rnd0,$UNT$FAL 20Rnd mag
str_cfgmagazines_mag_de_9rnd1,$UNT$A magazine for 9 .357 magnum rounds.
str_cfgmagazines_mag_de_9rnd0,$UNT$9Rnd DE Magazine
str_cfgmagazines_mag_dartgun_co21,$UNT$CO2 cartrige for Dart Gun.
str_cfgvehicles_ghillieatt_woodland1,$UNT$3d woodland coloured camouflage material designed to conceal shape of various firearms.
str_cfgmagazines_mag_dartgun_co20,$UNT$CO2
str_cfgvehicles_ghillieatt_tan1,$UNT$3d tan coloured camouflage material designed to conceal shape of various firearms.
str_cfgmagazines_mag_cz75_15rnd1,Detachable box magazine for CR-75 pistol. Holds up to 15 rounds of 9x19mm.
str_cfgvehicles_ghillieatt_mossy1,$UNT$3d mossy coloured camouflage material designed to conceal shape of various firearms.
str_cfgmagazines_mag_cz75_15rnd0,15rd CR-75 Mag
str_cfgmagazines_mag_cz61_20rnd1,Detachable box magazine for Skorpion submachine gun. Holds up to 20 rounds of .380 ACP.
str_cfgmagazines_mag_cz61_20rnd0,20rd CR-61 Mag
str_cfgmagazines_mag_cz527_5rnd1,$UNT$A detachable firearm magazine for the CR527 carbine. Holds a maximum of 5 rifle cartridges in 7.62x39mm.
str_cfgvehicles_fnp45_mrdsoptic1,$UNT$Optical sight for FNX45.
str_cfgmagazines_mag_cz527_5rnd0,$UNT$CR527 Magazine
str_cfgvehicles_fnp45_mrdsoptic0,$UNT$FNX45 MRDS
str_cfgmagazines_mag_cmag_40rnd_green0,$UNT$A green painted firearm magazine produced to NATO standards. Holds a maximum of 40 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_40rnd_black0,$UNT$A black painted firearm magazine produced to NATO standards. Holds a maximum of 40 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_40rnd1,$UNT$An aftermarket firearm magazine produced to NATO standards. Holds a maximum of 40 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_40rnd0,$UNT$40Rnd 5.56mm CMAG
str_cfgmagazines_mag_cmag_30rnd_green0,$UNT$A green painted firearm magazine produced to NATO standards. Holds a maximum of 30 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_30rnd_black0,$UNT$A black painted firearm magazine produced to NATO standards. Holds a maximum of 30 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_30rnd1,$UNT$An aftermarket firearm magazine produced to NATO standards. Holds a maximum of 30 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_30rnd0,$UNT$30Rnd 5.56mm CMAG
str_cfgmagazines_mag_cmag_20rnd_green0,$UNT$A green painted aftermarket firearm magazine produced to NATO standards. Holds a maximum of 20 rifle cartridges of the 5.56x45mm NATO variant.
str_cfgmagazines_mag_cmag_20rnd_black0,$UNT$A black painted aftermarket firearm magazine produced to NATO standards. Holds a maximum of 20 rifle cartridges of the 5.56x45mm NATO variant.
